region;sity;name;adress;edrpou
ВІННИЦЬКА; Мурафа;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МУРАФСЬКОЇ СІЛЬСЬКОЇ РАДИ";Жовтнева, будинок 26а;42303334
ВІННИЦЬКА; Глухівці (колишнє смт. Глухівці);"КП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО - САНІТАРНОЇ ДОПОМОГИ ГЛУХОВЕЦЬКОЇ СЕЛИЩНОЇ РАДИ""";"Кар""єрна, будинок  49";42346446
ВІННИЦЬКА; Калинівка;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КОПЕРІЯ"""; ЧКАЛОВА, будинок 3;42395137
ВІННИЦЬКА; Тульчин;"КНП ""ТУЛЬЧИНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ТУЛЬЧИНСЬКОЇ МІСЬКОЇ РАДИ"; МИКОЛИ ЛЕОНТОВИЧА, будинок 92;42447462
ВІННИЦЬКА; Лука-Мелешківська;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЛУКА-МЕЛЕШКІВСЬКОЇ СІЛЬСЬКОЇ РАДИ"; ТИВРІВСЬКЕ ШОСЕ, будинок 18;42563046
ВІННИЦЬКА; Бабчинці;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" БАБЧИНЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ МОГИЛІВ-ПОДІЛЬСЬКОГО РАЙОНУ ВІННИЦЬКОЇ ОБЛАСТІ";Незалежності, будинок 1;43059555
ВІННИЦЬКА; Іванів;"КП ""ІВАНІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ІВАНІВСЬКОЇ СІЛЬСЬКОЇ РАДИ";Свинаря, будинок 17;43067367
ВІННИЦЬКА; Жмеринка;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЖМЕРИНСЬКИЙ ЛІКУВАЛЬНО-ДІАГНОСТИЧНИЙ ЦЕНТР"""; КИЇВСЬКА, будинок 288 В;43278880
ВІННИЦЬКА; Уланів;"КНП ""УЛАНІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" УЛАНІВСЬКОЇ СІЛЬСЬКОЇ РАДИ ХМІЛЬНИЦЬКОГО РАЙОНУ ВІННИЦЬКОЇ ОБЛАСТІ";Миру, будинок 4Б;43908905
ВІННИЦЬКА; Вороновиця;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ВОРОНОВИЦЬКОЇ СЕЛИЩНОЇ РАДИ";Гальчевського Якова, будинок 20;43913323
ВІННИЦЬКА; Гранів;"КОМУНАЛЬНЕ   НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ КРАСНОПІЛЬСЬКОЇ СІЛЬСЬКОЇ РАДИ""";Філоненка, будинок 15;43928350
ВІННИЦЬКА; Яришів;"КНП ""ЯРИШІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЯРИШІВСЬКОЇ СІЛЬСЬКОЇ РАДИ МОГИЛІВ-ПОДІЛЬСЬКОГО РАЙОНУ ВІННИЦЬКОЇ ОБЛАСТІ";Головна, будинок 157;43984771
ВІННИЦЬКА; Нова Прилука;"КНП ""ТУРБІВСЬКА СЕЛИЩНА ЛІКАРНЯ ТУРБІВСЬКОЇ СЕЛИЩНОЇ РАДИ ВІННИЦЬКОГО РАЙОНУ ВІННИЦЬКОЇ ОБЛАСТІ""";Травнева, будинок 4;44053455
ВІННИЦЬКА; Махнівка;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО -   САНІТАРНОЇ ДОПОМОГИ"" МАХНІВСЬКОЇ СІЛЬСЬКОЇ РАДИ";Шевченка, будинок 1;44053968
ВІННИЦЬКА; Турбів;"КНП ""ТУРБІВСЬКИЙ СЕЛИЩНИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ТУРБІВСЬКОЇ СЕЛИЩНОЇ РАДИ ВІННИЦЬКОГО РАЙОНУ ВІННИЦЬКОЇ ОБЛАСТІ""";Миру, будинок 86;44065423
ВІННИЦЬКА; Брацлав(з);"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги"" Брацлавської селищної ради";Соборна, будинок 68;44080242
ВІННИЦЬКА; Стрижавка;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СТРИЖАВСЬКОЇ ТЕРИТОРІАЛЬНОЇ ГРОМАДИ"" СТРИЖАВСЬКОЇ СЕЛИЩНОЇ РАДИ";Героїв України, будинок 6 а;44087520
ВІННИЦЬКА; Ольгопіль;"КНП ""ОЛЬГОПІЛЬСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ОЛЬГОПІЛЬСЬКОЇ СІЛЬСЬКОЇ РАДИ";Шляхова, будинок 109;44128839
ВІННИЦЬКА; Вінниця, ;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕДИЧНИЙ ЦЕНТР ""КАРДІОМЕД ПЛЮС""";Хмельницьке шосе, будинок 122;44280766
ВІННИЦЬКА; Сутиски;"КНП "" СУТИСКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" СУТИСКІВСЬКОЇ СЕЛИЩНОЇ РАДИ";Перемоги, будинок 16;44331735
ВІННИЦЬКА; Райгород;"КНП "" Райгородський сільський центр первинної медико-санітарної допомоги"" Райгородської сільської ради";Миру, будинок 41;44393194
ВІННИЦЬКА; Вінниця;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МОЄ ЗДОРОВ'Я - СІМЕЙНА МЕДИЦИНА""";Янгеля Академіка, будинок 58, офіс 107;44511927
ВІННИЦЬКА; Жмеринка;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""Центр здоров’я Медсан""";Магістральна, будинок 8а;44779795
ВІННИЦЬКА; Копайгород;"КНП ""КОПАЙГОРОДСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ КОПАЙГОРОДСЬКОЇ СЕЛИЩНОЇ РАДИ""";Центральна, будинок 64;44903866
ВІННИЦЬКА; Вінниця;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПРАЙДЕН МЕД""";Пирогова, будинок 2;45002249
ВІННИЦЬКА; Городківка;"Комунальне некомерційне підприємство ""Городківський центр первинної медико-санітарної допомоги"" Городківської сільської ради";Бузкова, будинок 2А;45128515
ВІННИЦЬКА; Вінниця;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МОЄ ЗДОРОВ'Я - СІМЕЙНА МЕДИЦИНА ПЛЮС""";Янгеля Академіка, будинок 58, офіс 107;45177693
ВІННИЦЬКА; Стрижавка(з);"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""БАКО МЕД"""; Київська, будинок 224, квартира 21;45492502
ВІННИЦЬКА; Вінниця;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""Медичний центр -Клініка життя""";Космонавтів, будинок 6, офіс 2;45647579
ВОЛИНСЬКА; Шацьк;"КНП ""ШАЦЬКА ЛІКАРНЯ ШАЦЬКОЇ СЕЛИЩНОЇ РАДИ""";Героїв України, будинок 53Б;01982778
ВОЛИНСЬКА; Цумань;"КП  ""ЦУМАНСЬКА ЛІКАРНЯ ЦУМАНСЬКОЇ СЕЛИЩНОЇ РАДИ""";Філатова, будинок 7;01982844
ВОЛИНСЬКА; Берестечко;"КП ""БЕРЕСТЕЧКІВСЬКА МІСЬКА ЛІКАРНЯ"" БЕРЕСТЕЧКІВСЬКОЇ МІСЬКОЇ РАДИ ВОЛИНСЬКОЇ ОБЛАСТІ";Незалежності, будинок 71;01982885
ВОЛИНСЬКА; Горохів;"КП ""ГОРОХІВСЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ ГОРОХІВСЬКОЇ МІСЬКОЇ РАДИ""";Паркова, будинок 22;01982896
ВОЛИНСЬКА; Іваничі;"КНП ""ІВАНИЧІВСЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ""";Грушевського, будинок 45;01982904
ВОЛИНСЬКА; Рожище;"комунальне підприємство ""Рожищенська багатопрофільна лікарня"" Рожищенської міської ради";Шилокадзе Коте, будинок 19;01982910
ВОЛИНСЬКА; Любешів(з);"КП ""ЛЮБЕШІВСЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ"" ЛЮБЕШІВСЬКОЇ СЕЛИЩНОЇ РАДИ";Незалежності, будинок 3;01982927
ВОЛИНСЬКА; Локачі;"Комунальне некомерційне підприємство ""Локачинська лікарня"" Локачинської селищної ради";Франка Івана, будинок 19;01982933
ВОЛИНСЬКА; Ковель;КНП КОВЕЛЬСЬКЕ МІСЬКРАЙОННЕ ТЕРИТОРІАЛЬНЕ МЕДИЧНЕ ОБ'ЄДНАННЯ КОВЕЛЬСЬКОЇ МІСЬКОЇ РАДИ ВОЛИНСЬКОЇ ОБЛАСТІ; ОЛЕНИ ПЧІЛКИ, будинок 4;01982940
ВОЛИНСЬКА; Луцьк;"комунальне підприємство ""Медичне об'єднання Луцької міської територіальної громади"""; ВІДРОДЖЕННЯ, будинок 13;01982985
ВОЛИНСЬКА; Ратне(з);"КНП ""РАТНІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" РАТНІВСЬКОЇ СЕЛИЩНОЇ РАДИ";Європейська, будинок 64;01982991
ВОЛИНСЬКА; Нововолинськ;"КНП ""НОВОВОЛИНСЬКА ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ"""; ПЕРЕМОГИ, будинок 7;01983016
ВОЛИНСЬКА; Турійськ;"КП ""ТУРІЙСЬКА ЛІКАРНЯ ПЛАНОВОГО ЛІКУВАННЯ""";Лікарська, будинок 22;01983039
ВОЛИНСЬКА; Камінь-Каширський;"КНП ""КАМІНЬ-КАШИРСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" КАМІНЬ-КАШИРСЬКОЇ МІСЬКОЇ РАДИ ВОЛИНСЬКОЇ ОБЛАСТІ"; ШЕВЧЕНКА, будинок 43;01983051
ВОЛИНСЬКА; Стара Вижівка;"КНП ""СТАРОВИЖІВСЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ"" СТАРОВИЖІВСЬКОЇ СЕЛИЩНОЇ РАДИ";Шевченка, будинок 6;01983068
ВОЛИНСЬКА; Липини;"КП ""ЛУЦЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" ПІДГАЙЦІВСЬКОЇ СІЛЬСЬКОЇ РАДИ"; ТЕРЕМНІВСЬКА, будинок 100;01983134
ВОЛИНСЬКА; Торчин;"КНП ""ТОРЧИНСЬКА РАЙОННА ЛІКАРНЯ ТОРЧИНСЬКОЇ СЕЛИЩНОЇ РАДИ"""; НЕЗАЛЕЖНОСТІ, будинок 57;01983140
ВОЛИНСЬКА; Луцьк;"КП ""ВОЛИНСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ВОЛИНСЬКОЇ ОБЛАСНОЇ РАДИ"; ПРЕЗИДЕНТА ГРУШЕВСЬКОГО, будинок 21;01983163
ВОЛИНСЬКА; Маневичі(з);"КНП ""МАНЕВИЦЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ"" МАНЕВИЦЬКОЇ СЕЛИЩНОЇ РАДИ";Незалежності, будинок 1;01983186
ВОЛИНСЬКА; Колки(з);"КП ""КОЛКІВСЬКА РАЙОННА ЛІКАРНЯ""";Грушевського, будинок 26;01983192
ВОЛИНСЬКА; Луцьк;"КП ""ВОЛИНСЬКИЙ ОБЛАСНИЙ ГОСПІТАЛЬ ВЕТЕРАНІВ ВІЙНИ"" ВОЛИНСЬКОЇ ОБЛАСНОЇ РАДИ"; СТЕФАНИКА, будинок 3А;03398888
ВОЛИНСЬКА; Луцьк;"КП ""ВОЛИНСЬКА ОБЛАСНА ІНФЕКЦІЙНА ЛІКАРНЯ"" ВОЛИНСЬКОЇ ОБЛАСНОЇ РАДИ"; ШЕВЧЕНКА, будинок 30;03398983
ВОЛИНСЬКА; Луцьк;"КП ""ЛУЦЬКА МІСЬКА ДИТЯЧА ПОЛІКЛІНІКА"""; В'ЯЧЕСЛАВА ЧОРНОВОЛА, будинок 1;04543022
ВОЛИНСЬКА; Липини;"КП ""ВОЛИНСЬКА ОБЛАСНА ПСИХІАТРИЧНА ЛІКАРНЯ М.ЛУЦЬКА"" ВОЛИНСЬКОЇ ОБЛАСНОЇ РАДИ"; ТЕРЕМНІВСЬКА, будинок 98;05384318
ВОЛИНСЬКА; Луцьк;"ПРИВАТНЕ ПІДПРИЄМСТВО МЕДИЧНИЙ ЦЕНТР ""ЗДОРОВА РОДИНА"""; КРАВЧУКА, будинок 48, квартира 4;31300540
ВОЛИНСЬКА; Луцьк;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТАРАС-ВОЛИНЬ"""; ВОЛІ, будинок 17А;34572255
ВОЛИНСЬКА; Любомль;"КНП ""ЛЮБОМЛЬСЬКЕ ТЕРИТОРІАЛЬНЕ МЕДИЧНЕ ОБ'ЄДНАННЯ"" ЛЮБОМЛЬСЬКОЇ МІСЬКОЇ РАДИ";Соборності, будинок 70;37271416
ВОЛИНСЬКА; Любешів(з);"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ЛЮБЕШІВСЬКОЇ СЕЛИЩНОЇ РАДИ""";Незалежності, будинок 3;38373547
ВОЛИНСЬКА; Любомль;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" ЛЮБОМЛЬСЬКОЇ МІСЬКОЇ РАДИ";Хмельницького Б., будинок 6;38485727
ВОЛИНСЬКА; Ратне(з);"КП ""РАТНІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" РАТНІВСЬКОЇ СЕЛИЩНОЇ РАДИ";Європейська, будинок 64;38485788
ВОЛИНСЬКА; Стара Вижівка;"КНП ""СТАРОВИЖІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" СТАРОВИЖІВСЬКОЇ СЕЛИЩНОЇ РАДИ";Привокзальна, будинок 18;38485879
ВОЛИНСЬКА; Луцьк;"КП ""ВОЛИНСЬКИЙ ОБЛАСНИЙ ЦЕНТР ЕКСТРЕНОЇ МЕДИЧНОЇ ДОПОМОГИ ТА МЕДИЦИНИ КАТАСТРОФ"" ВОЛИНСЬКОЇ ОБЛАСНОЇ РАДИ"; СЛОВАЦЬКОГО, будинок 28;38527798
ВОЛИНСЬКА; Рожище;"КНП ""РОЖИЩЕНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" РОЖИЩЕНСЬКОЇ МІСЬКОЇ РАДИ";Шилокадзе Коте, будинок 19;38541660
ВОЛИНСЬКА; Горохів;"Комунальне некомерційне підприємство ""Горохівський центр первинної медичної допомоги"" Горохівської міської ради";Паркова, будинок 22;38558716
ВОЛИНСЬКА; Маневичі(з);"КП ""МАНЕВИЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""";Незалежності, будинок 1-Л;38580610
ВОЛИНСЬКА; Турійськ;"КНП ""ТУРІЙСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""";Лікарська, будинок 22;38652480
ВОЛИНСЬКА; Камінь-Каширський;"КНП ""КАМІНЬ-КАШИРСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" КАМІНЬ-КАШИРСЬКОЇ МІСЬКОЇ РАДИ"; ШЕВЧЕНКА, будинок 43;38672910
ВОЛИНСЬКА; Іваничі;"КНП ""ІВАНИЧІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""";Грушевського, будинок 45;38692240
ВОЛИНСЬКА; Луцьк;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ГЕМО ЛУЦЬК"""; ГУЩАНСЬКА, будинок 51;38796488
ВОЛИНСЬКА; Ківерці;"КП ""КІВЕРЦІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ КІВЕРЦІВСЬКОЇ МІСЬКОЇ РАДИ""";Квітнева, будинок 3А;38850219
ВОЛИНСЬКА; Ківерці;"КП ""Лікарня Святого Пантелеймона Ківерцівської міської ради""";Філатова, будинок 6;38856054
ВОЛИНСЬКА; Локачі;"КНП ""ЛОКАЧИНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" Локачинської селищної ради";Франка Івана, будинок 19;38960146
ВОЛИНСЬКА; Луцьк;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЛІКУВАЛЬНО-ДІАГНОСТИЧНИЙ ЦЕНТР ""ОКСФОРД МЕДІКАЛ ВОЛИНЬ"""; ЄВГЕНА СВЕРСТЮКА, будинок 1;39947351
ВОЛИНСЬКА; Луцьк(з);"КП ""ВОЛИНСЬКЕ ОБЛАСНЕ ТЕРИТОРІАЛЬНЕ МЕДИЧНЕ ОБ'ЄДНАННЯ ЗАХИСТУ МАТЕРИНСТВА І ДИТИНСТВА"" ВОЛИНСЬКОЇ ОБЛАСНОЇ РАДИ";Загородня, будинок 20;42078561
ВОЛИНСЬКА; Затурці(з);"КНП ""ЗАТУРЦІВСЬКА АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ-СІМЕЙНОЇ МЕДИЦИНИ"" ЗАТУРЦІВСЬКОЇ СІЛЬСЬКОЇ РАДИ";Хмельницького Богдана, будинок 11а;42265630
ВОЛИНСЬКА; Велимче;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ВЕЛИМЧЕНСЬКОЇ СІЛЬСЬКОЇ РАДИ";Центральна, будинок 68;42268651
ВОЛИНСЬКА; Володимир;"КП ""ВОЛОДИМИРСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" ВОЛОДИМИРСЬКОЇ МІСЬКОЇ РАДИ";Шпитальна, будинок 20;42305352
ВОЛИНСЬКА; Прилісне;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ПРИЛІСНЕНСЬКОЇ СІЛЬСЬКОЇ РАДИ""";Сойне, будинок 6А;42428188
ВОЛИНСЬКА; Нововолинськ;"КНП ""НОВОВОЛИНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ НОВОВОЛИНСЬКОЇ МІСЬКОЇ РАДИ ВОЛИНСЬКОЇ ОБЛАСТІ"""; ПЕРЕМОГИ, будинок 7;42486365
ВОЛИНСЬКА; Заболоття(з);"КП ""ЗАБОЛОТТІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" ЗАБОЛОТТІВСЬКОЇ СЕЛИЩНОЇ РАДИ  КОВЕЛЬСЬКОГО РАЙОНУ ВОЛИНСЬКОЇ ОБЛАСТІ";Стадіонна, будинок 38;42621851
ВОЛИНСЬКА; Володимир;"КП ""ВОЛОДИМИРСЬКЕ ТЕРИТОРІАЛЬНЕ МЕДИЧНЕ ОБ'ЄДНАННЯ"" ВОЛОДИМИРСЬКОЇ МІСЬКОЇ РАДИ";Шпитальна, будинок 20;42631325
ВОЛИНСЬКА; Підгайці;"КНП ""ПІДГАЙЦІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ПІДГАЙЦІВСЬКОЇ СІЛЬСЬКОЇ РАДИ"""; ШКІЛЬНА, будинок 24А;43002954
ВОЛИНСЬКА; Луцьк;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КЛІНІКА СІМЕЙНОЇ МЕДИЦИНИ ""БІХЕЛСІ""";Корсака Івана, будинок 1;43731768
ВОЛИНСЬКА; Луцьк(з);"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕДИКАЛ ПЛЮС""";Молоді, будинок 12;43778764
